#header line: GPU processors run1,run2,run 3,avg,error_bar
 1, 2677.862867, 2629.960862, 2640.400276, 2649.408002, 23.951002
 4, 2661.099585, 2664.927319, 2659.966107, 2661.997671, 2.480606
 8, 2770.848235, 2740.946415, 2743.962943, 2751.919198, 14.950910
12, 3232.174157, 3199.506541, 3516.845097, 3316.175265, 158.669278
 26.853743, 0.020884
20, 27.371953, 28.233176, 28.194203, 27.933110, 0.430612
24, 27.448894, 27.457652, 27.465048, 27.457198, 0.008077
28, 29.987751, 29.666170, 30.337371, 29.997097, 0.335601
32, 30.251510, 30.100758, 33.664370, 31.338879, 1.781806
36, 31.395694, 31.308817, 31.708398, 31.470969, 0.199791
40, 31.114099, 32.323331, 32.767062, 32.068164, 0.826481
44, 32.232123, 31.865000, 34.597319, 32.898147, 1.366160
48, 31.982615, 32.776418, 32.472642, 32.410558, 0.396901
